bookID,title,authors,language_code
12113,Six Characters in Search of an Author and Other Plays,Luigi Pirandello-Mark Musa,eng
12114,The Oil Jar and Other Stories,Luigi Pirandello-Stanley Appelbaum,eng
12116,The Late Mattia Pascal,Luigi Pirandello-William Weaver-Charles Simic,eng
12117,One  No One and One Hundred Thousand,Luigi Pirandello-William Weaver-Samuel Putnam,eng
12118,Henry IV,Luigi Pirandello-Tom Stoppard,eng
12120,Three Plays,Luigi Pirandello-Robert Rietty-Julian Mitchell-John Linstrum,eng
12122,Naked Masks: Five Plays,Luigi Pirandello-Eric Bentley,eng
12123,Sierra's Homecoming (McKettricks  #5),Linda Lael Miller,eng
12125,Homecoming (Tillerman Cycle  #1),Cynthia Voigt,eng
12130,Homecoming (Star Trek: Voyager: Homecoming #1),Christie Golden,eng
12133,The Homecoming,Harold Pinter,eng
12135,Glengarry Glen Ross,David Mamet-Karen Charmaine Blansfield,en-GB
12137,Buried Child,Sam Shepard,eng
12142,Seven Plays,Sam Shepard-Richard Gilman,eng
12143,You Come Too: Favorite Poems for Readers of All Ages,Robert Frost-Noel Perrin,en-US
12147,Watership Down,Richard  Adams,en-US
12148,Watership Down,Richard  Adams,eng
12149,Tales from Watership Down,Richard  Adams,eng
12154,Escape to the Hills,Judy Allen,eng
12155,The Bake Shop Ghost,Jacqueline K. Ogburn-Marjorie A. Priceman,en-US
12157,The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey,Louise Borden-Allan Drummond,eng
12165,Babylon Revisited and Other Stories,F. Scott Fitzgerald-James L.W. West III,eng
12169,All the Sad Young Men (Works of F. Scott Fitzgerald),F. Scott Fitzgerald-James L.W. West III,eng
12172,Memoirs of Hadrian,Marguerite Yourcenar-Grace Frick,eng
12180,Every Book Its Reader: The Power of the Printed Word to Stir the World,Nicholas A. Basbanes,eng
12186,Invitation to a Beheading,Vladimir Nabokov,eng
12187,Ada  or Ardor: A Family Chronicle,Vladimir Nabokov,eng
12188,Strong Opinions,Vladimir Nabokov,eng
12194,Lord Jim,Joseph Conrad,eng
12195,Typhoon and Other Tales,Joseph Conrad-Cedric Watts,eng
12201,Stopping by Woods on a Snowy Evening,Robert Frost-Susan Jeffers,eng
12202,The Poetry of Robert Frost: The Collected Poems  Complete and Unabridged,Robert Frost-Edward Connery Lathem,eng
12203,Frost,Thomas Bernhard-Michael Hofmann,eng
12204,The Road Not Taken and Other Poems,Robert Frost,eng
12210,Collected Poems  Prose  and Plays,Robert Frost-Richard Poirier-Mark   Richardson,eng
12212,Robert Frost: A Life,Jay Parini,eng
12220,A Streetcar Named Desire,Tennessee Williams,eng
12222,A Streetcar Named Desire,Tennessee Williams-Arthur  Miller,en-US
12224,Streetcar Suburbs: The Process of Growth in Boston  1870-1900,Sam Bass Warner,9.78067E+12
12225,A Streetcar Named Desire (SparkNotes Literature Guide),SparkNotes,eng
12226,CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),James Lamar Roberts-Tennessee Williams-CliffsNotes,en-GB
12230,Pygmalion,George Bernard Shaw-Dan H. Laurence-Nicholas Grene,eng
12233,Pygmalion,George Bernard Shaw-James Hynes-Cynthia Brantley Johnson,eng
12240,The Play Soldier,Chet Green,eng
12248,Return to Ithaca (Tales from the Odyssey  #5),Mary Pope Osborne-Troy Howell,eng
12249,The New Testament,Richmond Lattimore,eng
12250,Greek Lyrics,Richmond Lattimore,eng
12254,The Iliad,Homer-Robert Fagles-Derek Jacobi,eng
12256,The Iliad  Books 8-9 (Classical Texts Series),Homer-Charles H. Wilson,grc
12263,The Gray-Eyed Goddess (Tales from the Odyssey  #4),Mary Pope Osborne-Troy Howell-Homer,en-US
12268,Collected Stories,Tennessee Williams-Gore Vidal,eng
12274,Saint Joan,George Bernard Shaw-Dan H. Laurence-Imogen Stubbs,eng
12275,The Intelligent Woman's Guide to Socialism  Capitalism  Sovietism and Fascism,George Bernard Shaw-Susan Moller Okin,eng
12279,Molloy  Malone Dies  The Unnamable (The Trilogy  #1-3),Samuel Beckett,eng
12284,The Complete Short Prose  1929-1989,Samuel Beckett-S.E. Gontarski,eng
12287,Endgame,Samuel Beckett,eng
12288,The Adventures of Race Williams,Carroll John Daly,eng
12290,The Hidden Hand,Carroll John Daly-Drew Bishop,eng
12292,Murder from the East,Carroll John Daly,eng
12293,Education as My Agenda: Gertrude Williams  Race & the Baltimore Public Schools,Jo Ann Ooiman Robinson,eng
12296,The Scarlet Letter,Nathaniel Hawthorne-Thomas E. Connolly-Nina Baym,eng
12297,The Scarlet Letter,Nathaniel Hawthorne-Kathryn Harrison,en-US
12298,The Scarlet Letter and Other Writings,Nathaniel Hawthorne-Leland S. Person,eng
12299,The Scarlet Letter,Nathaniel Hawthorne,eng
12300,The Scarlet Letter,Nathaniel Hawthorne,eng
12301,The Scarlet Letter,Nathaniel Hawthorne,eng
12302,Nathaniel Hawthorne's The Scarlet Letter,Nathaniel Hawthorne-Karin Jacobson,eng
12306,Collected Novels: Fanshawe / The Scarlet Letter / The House of the Seven Gables / The Blithedale Romance / The Marble Fawn,Nathaniel Hawthorne-Millicent Bell,eng
12307,Hawthorne's Short Stories,Nathaniel Hawthorne-Newton Arvin,eng
12315,The Birth of Tragedy,Friedrich Nietzsche-Clifton Fadiman,eng
12317,Human  All Too Human (Complete Works 3),Friedrich Nietzsche-Gary Handwerk,en-US
12319,Basic Writings of Nietzsche,Friedrich Nietzsche-Walter Kaufmann-Peter Gay,eng
12321,Beyond Good and Evil,Friedrich Nietzsche-R.J. Hollingdale-Michael Tanner,eng
12322,Daybreak: Thoughts on the Prejudices of Morality,Friedrich Nietzsche-R.J. Hollingdale,eng
12328,How To Draw The Legend Of Zelda    (troll),Michael Teitelbaum-Ron Zalme,en-US
12335,Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,eng
12346,Premières Histoires,João Guimarães Rosa,fre
12349,My Year of Meats,Ruth Ozeki,eng
12350,Beef,Ruth Ozeki,ger
12352,Mon épouse américaine,Ruth Ozeki-Florence Mortimer,fre
12358,The Partly Cloudy Patriot,Sarah Vowell-Katherine Streeter,eng
12359,Radio On: A Listener's Diary,Sarah Vowell,eng
12365,The Risk Pool,Richard Russo,eng
12366,The Whore's Child and Other Stories,Richard Russo,eng
12370,Supermob: How Sidney Korshak and His Criminal Associates Became America's Hidden Power Brokers,Gus Russo,en-US
12372,The Lay of the Land,Richard Ford,eng
12374,Independence Day,Richard Ford,eng
12378,The People's Tycoon: Henry Ford and the American Century,Steven Watts,eng
12381,Wilderness: The Lost Writings  Vol. 1,Jim Morrison,eng
12383,When Somebody Loves You Back (Soulmates Dissipate  #6),Mary B. Morrison,en-US
12384,The Lords and the New Creatures,Jim Morrison,eng
12395,Journey to the End of the Night,Louis-Ferdinand Céline-Ralph Manheim-William T. Vollmann,eng
12398,Europe Central,William T. Vollmann,en-US
12401,Historical Atlas of Central Europe (History of East Central Europe  Vol. 1),Paul Robert Magocsi,en-US
12408,Passing,Nella Larsen-Carla Kaplan,eng
12412,The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen-Charles Larson-Marita Golden,eng
12417,The Poet of Tolstoy Park,Sonny Brewer,eng
12419,A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,Leo Tolstoy-Peter Sekirin,en-US
12424,Safe Conduct: An Autobiography and Other Writings,Boris Pasternak-B. Deutsch,eng
12427,Letters  Summer 1926,Boris Pasternak-Marina Tsvetaeva-Rainer Maria Rilke,eng
12441,Traveller,Richard  Adams,eng
12442,The Plague Dogs,Richard  Adams,eng
12444,Maia (Beklan Empire #2),Richard  Adams,eng
12445,The Girl in a Swing,Richard  Adams,eng
12446,Richard Adams's Favorite Animal Stories,Richard  Adams-Beverley Butcher,eng
12447,You Can't Go Home Again,Thomas Wolfe,eng
12448,Look Homeward  Angel,Thomas Wolfe,eng
12451,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe-Pat Conroy,eng
12457,Boys' Life & Search and Destroy,Howard Korder,en-GB
12458,Complete Plays 1920–1931,Eugene O'Neill-Travis Bogard,eng
12461,Complete Plays 1913–1920,Eugene O'Neill-Travis Bogard,eng
12466,The Castle in the Forest,Norman Mailer,en-US
12467,The Naked and the Dead,Norman Mailer,eng
12468,The Executioner's Song,Norman Mailer,eng
12473,The Big Empty: Dialogues on Politics  Sex  God  Boxing  Morality  Myth  Poker & Bad Conscience in America,Norman Mailer-John Buffalo Mailer,en-US
12474,The Armies of the Night: History as a Novel  the Novel as History,Norman Mailer,eng
12477,In Cold Blood,Truman Capote,eng
12478,Cold Blood (Lorraine Page  #2),Lynda La Plante,eng
12482,Amazing Disgrace (Gerald Samper #2),James Hamilton-Paterson,eng
12488,Cry  the Beloved Country,Alan Paton,eng
12495,You Don't Know Jack (NY Girlfriends  #2),Erin McCarthy,en-US
12496,The Sunset Limited,Cormac McCarthy,eng
12497,No Country for Old Men,Cormac McCarthy,eng
12498,The Border Trilogy,Cormac McCarthy,eng
12500,Bit the Jackpot (Vegas Vampires  #2),Erin McCarthy,eng
12502,McCarthy's Bar: A Journey of Discovery in Ireland,Pete McCarthy,eng
12503,Why My Wife Thinks I'm an Idiot: The Life and Times of a Sportscaster Dad,Mike Greenberg,en-US
12505,The Idiot,Fyodor Dostoyevsky-Constance Garnett-Alan Myers-Joseph Frank-Anna Brailovsky,eng
12511,The Complete Idiot's Guide to Calculus,W. Michael Kelley,en-US
12513,True and False: Heresy and Common Sense for the Actor,David Mamet,eng
12517,On Directing Film,David Mamet,eng
12521,Visions of Gerard,Jack Kerouac,eng
12522,Book of Dreams,Jack Kerouac-Robert Creeley,eng
12523,Sexy,Joyce Carol Oates,eng
12526,Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life,Annie Dillard,en-US
12527,Pilgrim at Tinker Creek,Annie Dillard,eng
12528,An American Childhood,Annie Dillard,eng
12530,The Writing Life,Annie Dillard,en-US
12532,For the Time Being,Annie Dillard,en-US
12533,The Maytrees,Annie Dillard,eng
12534,Teaching a Stone to Talk: Expeditions and Encounters,Annie Dillard,en-US
12535,Plan B: Further Thoughts on Faith,Anne Lamott,eng
12537,All New People,Anne Lamott,eng
12540,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,eng
12542,Grace (Eventually): Thoughts on Faith,Anne Lamott,eng
12545,Stiff: The Curious Lives of Human Cadavers,Mary Roach,eng
12546,A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remember,Iain Levison,eng
12550,Stiff Upper Lip  Jeeves (Jeeves  #13),P.G. Wodehouse,eng
12555,The Bonesetter's Daughter,Amy Tan,eng
12557,The Kitchen God's Wife,Amy Tan,en-US
12560,The Short History of a Prince,Jane Hamilton,eng
12561,The Guardian,Jane Hamilton,eng
12564,Sometimes a Great Notion,Ken Kesey-Charles Bowden,eng
12566,Sometimes A Great Notion,Ken Kesey,eng
12567,Sometimes A Great Notion,Ken Kesey,eng
12568,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,eng
12569,Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,Richard Brautigan,eng
12570,A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,Richard Brautigan,en-US
12571,An Unfortunate Woman,Richard Brautigan-Taylan Taftaf,eng
12574,The Tokyo-Montana Express,Richard Brautigan,fre
12576,Hawkline Monster,Richard Brautigan,eng
12577,The Collected Stories,Eudora Welty,eng
12578,Complete Novels: The Robber Bridegroom  Delta Wedding  The Ponder Heart  Losing Battles  The Optimist's Daughter,Eudora Welty-Richard Ford-Michael Kreyling,eng
12580,Eudora Welty: Stories  Essays  and Memoirs,Eudora Welty-Richard Ford-Michael Kreyling,eng
12581,On Writing,Eudora Welty-Richard Bausch,eng
12582,Essential Welty: Why I Live at the P.O.  A Memory  Powerhouse and Petrified Man,Eudora Welty,eng
12583,Losing Battles,Eudora Welty,eng
12586,The Eye of the Story: Selected Essays and Reviews,Eudora Welty,eng
12590,One Writer's Beginnings,Eudora Welty,eng
12603,Eudora Welty Reads: Why I Live at the P.O.  and Others,Eudora Welty,eng
12607,Delta Wedding,Eudora Welty-Sally Darling,eng
12609,The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures,Anne Fadiman,eng
12612,Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,eng
12614,The Chomsky-Foucault Debate: On Human Nature,Noam Chomsky-Michel Foucault-John Rajchman,eng
12615,Media Control: The Spectacular Achievements of Propaganda,Noam Chomsky,eng
12616,11 de Septiembre,Noam Chomsky,spa
12617,Manufacturing Consent: The Political Economy of the Mass Media,Noam Chomsky-Edward S. Herman,eng
12618,On Anarchism,Noam Chomsky-Barry Pateman,eng
12620,The Chomsky Reader,Noam Chomsky,eng
12622,Language and Mind 3ed,Noam Chomsky,eng
12623,Perilous Power: The Middle East & US Foreign Policy,Noam Chomsky-Gilbert Achcar-Stephan R. Shalom,en-GB
12625,Propaganda and the Public Mind,Noam Chomsky-David Barsamian,en-GB
12626,On Language,Noam Chomsky-Mitsou Ronat,eng
12627,What Uncle Sam Really Wants,Noam Chomsky-Arthur Naiman-David Barsamian-Sandy Niemann,eng
12630,Imperial Ambitions: Conversations on the Post-9/11 World,Noam Chomsky-David Barsamian,eng
12631,On MisEducation (Critical Perspectives),Noam Chomsky-Donaldo Macedo,eng
12645,Aspects of the Theory of Syntax,Noam Chomsky,eng
12646,On Democracy & Education (Social Theory  Education & Cultural Change),Noam Chomsky-C.P. Otero,en-US
12648,Cat Breaking Free (Joe Grey  #11),Shirley Rousseau Murphy,eng
12649,Confessions,Jean-Jacques Rousseau-Patrick Coleman-Angela Scholar,eng
12650,Cat Cross Their Graves (Joe Grey  #10),Shirley Rousseau Murphy,eng
12651,The Social Contract,Jean-Jacques Rousseau-Maurice Cranston,eng
12652,Cat in the Dark (Joe Grey  #4),Shirley Rousseau Murphy,en-US
12654,Cat on the Edge (Joe Grey  #1),Shirley Rousseau Murphy,eng
12657,The Source,James A. Michener,eng
12658,Hawaii,James A. Michener,eng
12661,Chesapeake,James A. Michener,eng
12662,Caravans,James A. Michener,eng
12663,The Covenant,James A. Michener,eng
12664,Iberia,James A. Michener-Robert Vavra,eng
12665,Centennial,James A. Michener,eng
12676,Carrie (Biblioteca de Stephen King. 102  8),Stephen King-Gregorio Vlastelica,spa
12678,Carrie,Stephen King,spa
12681,Cujo,Stephen King-María Antonieta Menini,spa
12682,The Shining,Stephen King,eng
12683,The Shining,Stephen King-Campbell Scott,eng
12684,The Shining,Stephen King,eng
12686,Marley & Me: Life and Love with the World's Worst Dog,John Grogan,en-US
12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,eng
12703,Wuthering Heights,Emily Brontë-Alice Hoffman,eng
12712,Brodie's notes on Aldous Huxley's brave new world,Graham Handley,eng
12722,The Moon Is Down,John Steinbeck,eng
12723,Ride the Moon Down,Terry C. Johnston,en-US
12724,Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Margot Adler,eng
12725,Sing Down the Moon,Scott O'Dell,eng
12733,Light in August,William Faulkner,eng
12738,The Transit of Venus,Shirley Hazzard,eng
12746,Kingsblood Royal,Sinclair Lewis-Charles R. Johnson,en-US
12749,Swann's Way (In Search of Lost Time  #1),Marcel Proust-Simon Vance-Lydia Davis,eng
12753,Swann's Way (Remembrance of Things Past  #1),Marcel Proust-C.K. Scott Moncrieff-Elizabeth Dalton,en-US
12754,Swann's Way (Remembrance of Things Past  #1),Marcel Proust-C.K. Scott Moncrieff,eng
12764,The Death of Artemio Cruz,Carlos Fuentes-Alfred MacAdam,eng
12765,La muerte de Artemio Cruz,Carlos Fuentes,spa
12769,Lady of the Lake,Elizabeth Mayne,eng
12770,A Kiss Before Dying,Ira Levin-Otto Penzler,eng
12771,A Kiss Before Dying (Sweet Valley High  #122),Francine Pascal-Kate William,eng
12781,The Satanic Verses,Salman Rushdie,eng
12783,The Satanic Verses,Salman Rushdie,eng
12786,The City of Falling Angels,John Berendt,eng
12787,Falling Angel,William Hjortsberg-Ridley Scott-James Crumley,eng
12789,Falling Angels (Luc Actar #1),Melissa M. Garcia,eng
12793,The Collaborator: The Trial and Execution of Robert Brasillach,Alice Kaplan,eng
12803,Ulysses,James Joyce-Craig Raine,eng
12804,Ulysses,James Joyce,en-GB
12807,The Crazed,Ha Jin,eng
12810,Feng kuang,Ha Jin,zho
12812,Chickenhawk: Back in the World Again: Life After Vietnam,Robert Mason,eng
12817,Nuns and Soldiers,Iris Murdoch-Karen Armstrong,eng
12820,Sir Gawain And The Green Knight,Michael Morpurgo-Michael Foreman,eng
12821,Night,Elie Wiesel,eng
12822,Cliffs Notes on Wiesel's Night,Maryam Riess,eng
12823,The Night Trilogy: Night  Dawn  the Accident,Elie Wiesel-Marion Wiesel,eng
12827,Strong Motion,Jonathan Franzen,eng
12828,How to Be Alone,Jonathan Franzen,eng
12829,The Twenty-Seventh City,Jonathan Franzen,eng
12840,Second Ring of Power,Carlos Castaneda,en-US
12841,The Active Side of Infinity,Carlos Castaneda,eng
12842,Journey to Ixtlan,Carlos Castaneda,eng
12843,The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,Carlos Castaneda,eng
12844,Power of Silence,Carlos Castaneda,eng
12845,Tales of Power,Carlos Castaneda,en-US
12846,Fire from Within,Carlos Castaneda,en-US
12847,The Art of Dreaming,Carlos Castaneda,eng
12851,The Best Stories of Fyodor Dostoevsky,Fyodor Dostoyevsky-David Magarshack,eng
12852,The Best Short Stories,Fyodor Dostoyevsky-David Magarshack,eng
12853,Demons,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,eng
12854,The Idiot,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,eng
12855,Great Short Works of Fyodor Dostoevsky,Fyodor Dostoyevsky-Ronald Hingley,eng
12856,The Idiot,Fyodor Dostoyevsky-Constance Garnett-Joseph Frank,eng
12859,Celtic Tree Mysteries: Practical Druid Magic & Divination,Steve Blamires-Sandy Leuthner,en-US
12873,Rebecca,Daphne du Maurier-Sally Beauman,en-US
12876,Betraying Spinoza: The Renegade Jew Who Gave Us Modernity,Rebecca Goldstein,en-US
12879,Shadow of the Moon (Moon #5),Rebecca York,eng
12880,Black Lamb and Grey Falcon,Rebecca West-Christopher Hitchens,eng
12881,Operation Shylock: A Confession,Philip Roth,eng
12882,Operation Shylock. Ein Bekenntnis,Philip Roth,ger
12883,Operación Shylock,Philip Roth-Ramón Buenaventura,spa
12885,Lost in the Funhouse,John Barth,eng
12896,Death of a Salesman: Text and Criticism,Arthur  Miller-Gerald Weales,eng
12898,Death of a Salesman,Arthur  Miller,eng
12901,CliffsNotes on Faulkner's As I Lay Dying (Cliffs Notes),James Lamar Roberts-William Faulkner-CliffsNotes,eng
12905,The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dust,William Faulkner,eng
12906,CliffsNotes on Faulkner's Absalom  Absalom!,James Lamar Roberts-CliffsNotes,eng
12912,The Aeneid,Virgil-Robert Fagles-Bernard Knox,en-US
12914,The Aeneid,Virgil-Robert Fitzgerald,eng
12916,The Aeneid,Virgil-David   West,eng
12918,Aeneid,Virgil-Stanley Lombardo-W. R. Johnson,eng
12919,Virgil  Vol 2: Aeneid Books 7-12  Appendix Vergiliana,Virgil-G.P. Goold,mul
12920,The Aeneid,Virgil-W.F. Jackson Knight,en-US
12922,The Castle of Otranto,Horace Walpole-E.F. Bleiler-Walter Scott,eng
12923,The Castle of Otranto,Horace Walpole,eng
12930,Messenger,Lois Lowry,eng
12931,Gossamer,Lois Lowry,eng
12932,Anastasia on Her Own (Anastasia Krupnik  #5),Lois Lowry,eng
12933,Stay!: Keeper's Story,Lois Lowry-True Kelley,eng
12934,Find a Stranger  Say Goodbye,Lois Lowry,eng
12935,The Silent Boy,Lois Lowry,en-US
12936,Gathering Blue,Lois Lowry,eng
12937,See You Around  Sam! (Sam Krupnik  #3),Lois Lowry-Diane deGroat,eng
12938,King Lear,William Shakespeare,eng
12939,King Lear,William Shakespeare-Roma Gill,eng
12941,King Lear,William Shakespeare-R.A. Foakes,eng
12944,King Lear,William Shakespeare-Barbara A. Mowat-Paul Werstine,en-US
12947,The Turn of the Screw (Norton Critical Edition),Henry James-Deborah Esch-Jonathan Warren,eng
12948,The Turn of the Screw,Henry James,eng
12950,The Turn of the Screw and The Aspern Papers,Henry James-Anthony Curtis,eng
12951,The Turn of the Screw and Other Short Fiction,Henry James-R.W.B. Lewis,eng
